Year,School Name,Suburb,Sector,Type,Latitude,Longitude,Remoteness,Remoteness Category,LGA
2020,Northcote High School,NORTHCOTE,Government,Secondary,-37.774156,144.989706,0,Major Cities,Darebin (C)
2020,Norwood Secondary College,RINGWOOD,Government,Secondary,-37.800473,145.238246,0,Major Cities,Maroondah (C)
2020,Numurkah Secondary College,NUMURKAH,Government,Secondary,-36.079948,145.446271,1,Inner Regional,Moira (S)
2020,Oberon High School,BELMONT,Government,Secondary,-38.23066802,144.3640703,0,Major Cities,Greater Geelong (C)
2020,Orbost Secondary College,ORBOST,Government,Secondary,-37.704106,148.466353,2,Outer Regional,East Gippsland (S)
2020,Ouyen P-12 College,OUYEN,Government,Combined,-35.064571,142.322608,2,Outer Regional,Mildura (RC)
2020,Pakenham Secondary College,PAKENHAM,Government,Secondary,-38.06907933,145.4711008,0,Major Cities,Cardinia (S)
2020,Parkdale Secondary College,MORDIALLOC,Government,Secondary,-37.989637,145.094101,0,Major Cities,Kingston (C) (Vic.)
2020,Pascoe Vale Girls Secondary College,PASCOE VALE,Government,Secondary,-37.717664,144.935384,0,Major Cities,Moreland (C)
2020,Princes Hill Secondary College,PRINCES HILL,Government,Secondary,-37.783481,144.96503,0,Major Cities,Yarra (C)
2020,Bellarine Secondary College-Ocean Grove Campus,OCEAN GROVE,Government,Secondary,-38.25853091,144.5420908,1,Inner Regional,Greater Geelong (C)
2020,Bellarine Secondary College,DRYSDALE,Government,Secondary,-38.191069,144.556993,1,Inner Regional,Greater Geelong (C)
2020,Red Cliffs Secondary College,RED CLIFFS,Government,Secondary,-34.298804,142.195452,2,Outer Regional,Mildura (RC)
2020,Ringwood Secondary College,RINGWOOD,Government,Secondary,-37.816606,145.239147,0,Major Cities,Maroondah (C)
2020,Rochester Secondary College,ROCHESTER,Government,Secondary,-36.35277863,144.6986963,1,Inner Regional,Campaspe (S)
2020,Rosebud Secondary College,ROSEBUD,Government,Secondary,-38.367615,144.887447,0,Major Cities,Mornington Peninsula (S)
2020,Rutherglen High School,RUTHERGLEN,Government,Secondary,-36.062564,146.452103,1,Inner Regional,Indigo (S)
2020,Scoresby Secondary College,SCORESBY,Government,Secondary,-37.888642,145.2362,0,Major Cities,Knox (C)
2020,St Albans Secondary College,ST ALBANS,Government,Secondary,-37.745308,144.807009,0,Major Cities,Brimbank (C)
2020,St Arnaud Secondary College,ST ARNAUD,Government,Secondary,-36.609547,143.250936,2,Outer Regional,Northern Grampians (S)
2020,Oakwood School,CAULFIELD NORTH,Government,Secondary,-37.87398,145.034173,0,Major Cities,Glen Eira (C)
2020,Strathmore Secondary College,STRATHMORE,Government,Secondary,-37.73695,144.926643,0,Major Cities,Moonee Valley (C)
2020,Sunbury College,SUNBURY,Government,Secondary,-37.574206,144.728687,0,Major Cities,Hume (C)
2020,Sydney Road Community School,BRUNSWICK,Government,Secondary,-37.769524,144.961715,0,Major Cities,Moreland (C)
2020,Tallangatta Secondary College,TALLANGATTA,Government,Secondary,-36.220441,147.172667,2,Outer Regional,Towong (S)
2020,Thomastown Secondary College,THOMASTOWN,Government,Secondary,-37.679045,145.00275,0,Major Cities,Whittlesea (C)
2020,Trafalgar High School,TRAFALGAR,Government,Secondary,-38.214568,146.158302,1,Inner Regional,Baw Baw (S)
2020,University High School,PARKVILLE,Government,Secondary,-37.797009,144.955664,0,Major Cities,Melbourne (C)
2020,Roxburgh College,ROXBURGH PARK,Government,Secondary,-37.63062884,144.9294592,0,Major Cities,Hume (C)
2020,Upper Yarra Secondary College,YARRA JUNCTION,Government,Secondary,-37.79209352,145.623933,1,Inner Regional,Yarra Ranges (S)
2020,Upwey High School,UPWEY,Government,Secondary,-37.90323624,145.3342897,0,Major Cities,Yarra Ranges (S)
2020,Vermont Secondary College,VERMONT,Government,Secondary,-37.842864,145.199846,0,Major Cities,Whitehorse (C)
2020,Kambrya College,BERWICK,Government,Secondary,-38.05368819,145.34741,0,Major Cities,Casey (C)
2020,Carrum Downs Secondary College,CARRUM DOWNS,Government,Secondary,-38.094091,145.198245,0,Major Cities,Frankston (C)
2020,Wangaratta High School,WANGARATTA,Government,Secondary,-36.344898,146.307723,1,Inner Regional,Wangaratta (RC)
2020,Wantirna College,WANTIRNA,Government,Secondary,-37.857785,145.230563,0,Major Cities,Knox (C)
2020,Warracknabeal Secondary College,WARRACKNABEAL,Government,Secondary,-36.2621,142.391,2,Outer Regional,Yarriambiack (S)
2020,Warrandyte High School,WARRANDYTE,Government,Secondary,-37.74707962,145.1845816,0,Major Cities,Manningham (C)
2020,Wellington Secondary College,MULGRAVE,Government,Secondary,-37.934656,145.17022,0,Major Cities,Monash (C)
2020,Werribee Secondary College,WERRIBEE,Government,Secondary,-37.90552851,144.6689218,0,Major Cities,Wyndham (C)
2020,Bairnsdale Secondary College,BAIRNSDALE,Government,Secondary,-37.83202616,147.6220376,2,Outer Regional,East Gippsland (S)
2020,Westall Secondary College,CLAYTON SOUTH,Government,Secondary,-37.94021554,145.1361047,0,Major Cities,Kingston (C) (Vic.)
2020,Wheelers Hill Secondary College,WHEELERS HILL,Government,Secondary,-37.91029916,145.1812053,0,Major Cities,Monash (C)
2020,Williamstown High School-Bayview Campus,WILLIAMSTOWN,Government,Secondary,-37.86463042,144.8854356,0,Major Cities,Hobsons Bay (C)
2020,Yarram Secondary College,YARRAM,Government,Secondary,-38.566575,146.68546,1,Inner Regional,Wellington (S)
2020,Yea High School,YEA,Government,Secondary,-37.215011,145.408536,1,Inner Regional,Murrindindi (S)
2020,Glen Eira College,CAULFIELD EAST,Government,Secondary,-37.8857,145.038006,0,Major Cities,Glen Eira (C)
2020,Craigieburn Secondary College,CRAIGIEBURN,Government,Secondary,-37.60861754,144.9355817,0,Major Cities,Hume (C)
2020,Emerald Secondary College,EMERALD,Government,Secondary,-37.92427055,145.4587437,0,Major Cities,Cardinia (S)
2020,Reservoir High School,RESERVOIR,Government,Secondary,-37.722259,145.029772,0,Major Cities,Darebin (C)
2020,Hampton Park Secondary College,HAMPTON PARK,Government,Secondary,-38.034925,145.259148,0,Major Cities,Casey (C)
2020,Hoppers Crossing Secondary College,HOPPERS CROSSING,Government,Secondary,-37.871223,144.695358,0,Major Cities,Wyndham (C)
2020,Keilor Downs Secondary College,KEILOR DOWNS,Government,Secondary,-37.716234,144.81158,0,Major Cities,Brimbank (C)
2020,Kurnai College - Churchill Campus,CHURCHILL,Government,Secondary,-38.30879245,146.426711,1,Inner Regional,Latrobe (C) (Vic.)
2020,Kurnai College,MORWELL,Government,Secondary,-38.228791,146.432788,1,Inner Regional,Latrobe (C) (Vic.)
2020,Kurunjang Secondary College,MELTON,Government,Secondary,-37.67318002,144.5858272,0,Major Cities,Melton (C)
2020,Lakes Entrance Secondary College,LAKES ENTRANCE,Government,Secondary,-37.871343,147.998412,2,Outer Regional,East Gippsland (S)
2020,Elisabeth Murdoch College,LANGWARRIN,Government,Secondary,-38.159291,145.19018,0,Major Cities,Frankston (C)
2020,Sunbury Downs Secondary College,SUNBURY,Government,Secondary,-37.583811,144.705353,0,Major Cities,Hume (C)
2020,Forest Hill College,BURWOOD EAST,Government,Secondary,-37.847965,145.163859,0,Major Cities,Whitehorse (C)
2020,Patterson River Secondary College,SEAFORD,Government,Secondary,-38.083284,145.134825,0,Major Cities,Frankston (C)
2020,St Helena Secondary College,ELTHAM NORTH,Government,Secondary,-37.686582,145.139842,0,Major Cities,Banyule (C)
2020,Stawell Secondary College,STAWELL,Government,Secondary,-37.061954,142.789787,1,Inner Regional,Northern Grampians (S)
2020,Rowville Secondary College,ROWVILLE,Government,Secondary,-37.92388682,145.2370885,0,Major Cities,Knox (C)
2020,Rowville Secondary College-Eastern Campus,ROWVILLE,Government,Secondary,-37.920904,145.264813,0,Major Cities,Knox (C)
2020,Wonthaggi Secondary College-Dudley Campus,WONTHAGGI,Government,Secondary,-38.592227,145.580652,1,Inner Regional,Bass Coast (S)
2020,Sandringham College-Bluff Road 7-9 Campus,SANDRINGHAM,Government,Secondary,-37.951047,145.021462,0,Major Cities,Bayside (C)
2020,Fitzroy High School,FITZROY NORTH,Government,Secondary,-37.784911,144.987476,0,Major Cities,Yarra (C)
2020,Ashwood High School,ASHWOOD,Government,Secondary,-37.86409815,145.1034098,0,Major Cities,Monash (C)
2020,Mullauna Secondary College,MITCHAM,Government,Secondary,-37.80685322,145.190313,0,Major Cities,Whitehorse (C)
2020,Leongatha Secondary College,LEONGATHA,Government,Secondary,-38.47868659,145.9612411,1,Inner Regional,South Gippsland (S)
2020,Diamond Valley College,DIAMOND CREEK,Government,Secondary,-37.672433,145.167704,0,Major Cities,Nillumbik (S)
2020,Greensborough Secondary College,GREENSBOROUGH,Government,Secondary,-37.70865867,145.090129,0,Major Cities,Banyule (C)
2020,Ararat Secondary College,ARARAT,Government,Secondary,-37.28599961,142.9219615,1,Inner Regional,Ararat (RC)
2020,Mill Park Secondary College,MILL PARK,Government,Secondary,-37.66390279,145.0628602,0,Major Cities,Whittlesea (C)
2020,Bacchus Marsh College,BACCHUS MARSH,Government,Secondary,-37.68562875,144.4330584,0,Major Cities,Moorabool (S)
2020,The Grange P-12 College,HOPPERS CROSSING,Government,Combined,-37.8581346,144.6749381,0,Major Cities,Wyndham (C)
2020,Taylors Lakes Secondary College,TAYLORS LAKES,Government,Secondary,-37.7066603,144.7936498,0,Major Cities,Brimbank (C)
2020,Sunshine College,SUNSHINE,Government,Secondary,-37.79048874,144.8278938,0,Major Cities,Brimbank (C)
2020,Sunshine College-West Sunshine Campus,SUNSHINE WEST,Government,Secondary,-37.79274078,144.8135929,0,Major Cities,Brimbank (C)
2020,Sunshine College-Ardeer Campus,ARDEER,Government,Secondary,-37.78762808,144.79578,0,Major Cities,Brimbank (C)
2020,Sunshine College-North Sunshine Campus,SUNSHINE NORTH,Government,Secondary,-37.773994,144.841103,0,Major Cities,Brimbank (C)
2020,Wallan Secondary College,WALLAN,Government,Secondary,-37.41944661,144.9803616,0,Major Cities,Mitchell (S)
2020,Thornbury High School,THORNBURY,Government,Secondary,-37.75649469,145.0252135,0,Major Cities,Darebin (C)
2020,Portland Secondary College,PORTLAND,Government,Secondary,-38.35882225,141.5955033,2,Outer Regional,Glenelg (S)
2020,Copperfield College-Kings Park Junior Campus,KINGS PARK,Government,Secondary,-37.73192526,144.7712703,0,Major Cities,Brimbank (C)
2020,Copperfield College-Sydenham Junior Campus,SYDENHAM,Government,Secondary,-37.7019037,144.758222,0,Major Cities,Brimbank (C)
2020,Bayside P-12 College,WILLIAMSTOWN,Government,Combined,-37.85770007,144.8852138,0,Major Cities,Hobsons Bay (C)
2020,South Oakleigh Secondary College,OAKLEIGH SOUTH,Government,Secondary,-37.92232068,145.089768,0,Major Cities,Monash (C)
2020,Swan Hill College,SWAN HILL,Government,Secondary,-35.33522773,143.5528519,2,Outer Regional,Swan Hill (RC)
2020,Traralgon College-East Campus,TRARALGON,Government,Secondary,-38.20258192,146.5530918,1,Inner Regional,Latrobe (C) (Vic.)
2020,Mornington Secondary College,MORNINGTON,Government,Secondary,-38.2182617,145.0588104,0,Major Cities,Mornington Peninsula (S)
2020,Essendon Keilor College,KEILOR EAST,Government,Secondary,-37.744074,144.868237,0,Major Cities,Moonee Valley (C)
2020,Essendon Keilor College-Niddrie Campus,NIDDRIE,Government,Secondary,-37.7300684,144.8791206,0,Major Cities,Moonee Valley (C)
2020,Brunswick Secondary College,BRUNSWICK,Government,Secondary,-37.77099,144.956515,0,Major Cities,Moreland (C)
2020,Glen Waverley Secondary College,GLEN WAVERLEY,Government,Secondary,-37.87811,145.162714,0,Major Cities,Monash (C)
2020,Monterey Secondary College,FRANKSTON NORTH,Government,Secondary,-38.12672883,145.1479305,0,Major Cities,Frankston (C)
2020,Warrnambool College,WARRNAMBOOL,Government,Secondary,-38.37671595,142.4996761,1,Inner Regional,Warrnambool (C)
2020,Viewbank College,ROSANNA,Government,Secondary,-37.741226,145.086953,0,Major Cities,Banyule (C)
2020,Noble Park Secondary College,NOBLE PARK,Government,Secondary,-37.970209,145.182369,0,Major Cities,Greater Dandenong (C)
2020,Baimbridge College,HAMILTON,Government,Secondary,-37.733311,142.014634,1,Inner Regional,Southern Grampians (S)
2020,Yarra Hills Secondary College-Mount Evelyn Campus,MOUNT EVELYN,Government,Secondary,-37.77480595,145.3833785,0,Major Cities,Yarra Ranges (S)
2020,Heathmont College,HEATHMONT,Government,Secondary,-37.83842619,145.2321036,0,Major Cities,Maroondah (C)
2020,Horsham College,HORSHAM,Government,Secondary,-36.707706,142.187075,2,Outer Regional,Horsham (RC)
2020,Melbourne Girls College,RICHMOND,Government,Secondary,-37.822507,145.014334,0,Major Cities,Yarra (C)
2020,Western Heights Secondary College,HAMLYN HEIGHTS,Government,Secondary,-38.122893,144.328966,0,Major Cities,Greater Geelong (C)
2020,Lowanna College,NEWBOROUGH,Government,Secondary,-38.17667934,146.2859798,1,Inner Regional,Latrobe (C) (Vic.)
2020,Templestowe College,TEMPLESTOWE LOWER,Government,Secondary,-37.76747383,145.1218286,0,Major Cities,Manningham (C)
2020,Castlemaine Secondary College,CASTLEMAINE,Government,Secondary,-37.077088,144.214549,1,Inner Regional,Mount Alexander (S)
2020,Castlemaine Secondary College-Junior Campus,CASTLEMAINE,Government,Secondary,-37.050436,144.227547,1,Inner Regional,Mount Alexander (S)
2020,Warragul Regional College,WARRAGUL,Government,Secondary,-38.16519591,145.9254852,1,Inner Regional,Baw Baw (S)
2020,Mount Rowan Secondary College,WENDOUREE,Government,Secondary,-37.51987872,143.83419,1,Inner Regional,Ballarat (C)
2020,Charlton College,CHARLTON,Government,Combined,-36.270312,143.359633,2,Outer Regional,Buloke (S)
2020,Wycheproof P-12 College,WYCHEPROOF,Government,Combined,-36.075704,143.229098,2,Outer Regional,Buloke (S)
2020,Birchip P-12 School,BIRCHIP,Government,Combined,-35.98438249,142.9099365,2,Outer Regional,Buloke (S)
2020,Nhill College,NHILL,Government,Combined,-36.33260253,141.65886,2,Outer Regional,Hindmarsh (S)
2020,Sale College-Guthridge Campus,SALE,Government,Secondary,-38.09775099,147.0807604,1,Inner Regional,Wellington (S)
2020,McClelland Secondary College,FRANKSTON,Government,Secondary,-38.14667462,145.1583658,0,Major Cities,Frankston (C)
2020,Narre Warren South P-12 College,NARRE WARREN SOUTH,Government,Combined,-38.04991303,145.285742,0,Major Cities,Casey (C)
2020,Lara Secondary College,LARA,Government,Secondary,-38.01839851,144.4123342,0,Major Cities,Greater Geelong (C)
2020,Kaniva College,KANIVA,Government,Combined,-36.38271876,141.2448451,2,Outer Regional,West Wimmera (S)
2020,Corryong College,CORRYONG,Government,Combined,-36.192938,147.910757,2,Outer Regional,Towong (S)
2020,The Lakes South Morang College,SOUTH MORANG,Government,Combined,-37.634598,145.076703,0,Major Cities,Whittlesea (C)
2020,The Lakes South Morang College-Primary Campus,SOUTH MORANG,Government,Combined,-37.63004039,145.0779124,0,Major Cities,Whittlesea (C)
2020,Manor Lakes P-12 College,WYNDHAM VALE,Government,Combined,-37.874157,144.602275,0,Major Cities,Wyndham (C)
2020,Wodonga Middle Years College,WODONGA,Government,Combined,-36.130844,146.890563,1,Inner Regional,Wodonga (C)
2020,Wodonga Middle Years College-Felltimber Campus,WEST WODONGA,Government,Combined,-36.12717606,146.8621175,1,Inner Regional,Wodonga (C)
2020,Wodonga Middle Years College-Flying Fruit Fly Circus School,WODONGA,Government,Combined,-36.127176,146.862114,1,Inner Regional,Wodonga (C)
2020,Mount Ridley P-12 College,CRAIGIEBURN,Government,Combined,-37.58027078,144.9234218,0,Major Cities,Hume (C)
2020,Altona College,ALTONA,Government,Combined,-37.86152274,144.8172644,0,Major Cities,Hobsons Bay (C)
2020,Dandenong High School,DANDENONG,Government,Secondary,-37.979418,145.209011,0,Major Cities,Greater Dandenong (C)
2020,Bass Coast Specialist School,WONTHAGGI,Government,Combined,-38.609987,145.597513,1,Inner Regional,Bass Coast (S)
2020,Laverton P-12 College,LAVERTON,Government,Combined,-37.85617409,144.7726329,0,Major Cities,Hobsons Bay (C)
2020,Hume Central Secondary College-Blair Street Campus,BROADMEADOWS,Government,Secondary,-37.6797104,144.9297625,0,Major Cities,Hume (C)
2020,Hume Central Secondary College-Dimboola Road Campus,BROADMEADOWS,Government,Secondary,-37.68089845,144.9125026,0,Major Cities,Hume (C)
2020,Colac Secondary College,COLAC,Government,Secondary,-38.35149548,143.5901021,1,Inner Regional,Colac-Otway (S)
2020,Nossal High School,BERWICK,Government,Secondary,-38.03906593,145.3363137,0,Major Cities,Casey (C)
2020,Keysborough Secondary College,SPRINGVALE SOUTH,Government,Secondary,-37.96700048,145.1593617,0,Major Cities,Greater Dandenong (C)
2020,Keysborough Secondary College-Acacia Campus,KEYSBOROUGH,Government,Secondary,-37.984653,145.182225,0,Major Cities,Greater Dandenong (C)
2020,Gleneagles Secondary College,ENDEAVOUR HILLS,Government,Secondary,-37.97435311,145.2762807,0,Major Cities,Casey (C)
2020,Fountain Gate Secondary College,NARRE WARREN,Government,Secondary,-38.00620519,145.2950967,0,Major Cities,Casey (C)
2020,Balmoral K-12 Community College,BALMORAL,Government,Combined,-37.240557,141.8273716,2,Outer Regional,Southern Grampians (S)
2020,Alkira Secondary College,CRANBOURNE NORTH,Government,Secondary,-38.073313,145.310519,0,Major Cities,Casey (C)
2020,Somerville Secondary College,SOMERVILLE,Government,Secondary,-38.22721827,145.1682274,0,Major Cities,Mornington Peninsula (S)
2020,Yarrawonga College P-12,YARRAWONGA,Government,Combined,-36.02144074,146.0066682,1,Inner Regional,Moira (S)
2020,Merbein P-10 College,MERBEIN,Government,Combined,-34.16936534,142.0713085,2,Outer Regional,Mildura (RC)
2020,Charles La Trobe P-12 College,MACLEOD WEST,Government,Combined,-37.72915436,145.059791,0,Major Cities,Darebin (C)
2020,Charles La Trobe P-12 College-Olympic Village Primary Campus,HEIDELBERG WEST,Government,Combined,-37.74119449,145.0411922,0,Major Cities,Banyule (C)
2020,Victoria University Secondary College,ST ALBANS,Government,Secondary,-37.758674,144.76619,0,Major Cities,Brimbank (C)
2020,Victoria University Secondary College-Deer Park Campus,DEER PARK,Government,Secondary,-37.75889902,144.7670782,0,Major Cities,Brimbank (C)
2020,Swifts Creek P-12 School,SWIFTS CREEK,Government,Combined,-37.26684449,147.7240342,2,Outer Regional,East Gippsland (S)
2020,Swifts Creek P-12 School-Flagstaff Campus,SWIFTS CREEK,Government,Combined,-37.26569994,147.7220012,2,Outer Regional,East Gippsland (S)
2020,Glenroy Secondary College,GLENROY,Government,Secondary,-37.705324,144.927565,0,Major Cities,Moreland (C)
2020,John Fawkner Secondary College,FAWKNER,Government,Secondary,-37.70271075,144.9718587,0,Major Cities,Moreland (C)
2020,William Ruthven Secondary College,RESERVOIR,Government,Secondary,-37.6954,145.003,0,Major Cities,Darebin (C)
2020,Parade College,BUNDOORA,Catholic,Secondary,-37.690178,145.066978,0,Major Cities,Banyule (C)
2020,Parade College - Preston Campus,PRESTON,Catholic,Secondary,-37.74399707,145.0047002,0,Major Cities,Darebin (C)
2020,Simonds Catholic College,WEST MELBOURNE,Catholic,Secondary,-37.805971,144.952883,0,Major Cities,Melbourne (C)
2020,Christian Brothers' College,ST KILDA EAST,Catholic,Secondary,-37.859365,144.997001,0,Major Cities,Port Phillip (C)
2020,Christian Brothers' College - Balaclava Campus,BALACLAVA,Catholic,Secondary,-37.869374,144.996786,0,Major Cities,Port Phillip (C)
2020,St Patrick's College,BALLARAT,Catholic,Secondary,-37.559711,143.831558,1,Inner Regional,Ballarat (C)
2020,St Patrick's School,BALLARAT,Catholic,Primary,-37.564298,143.847088,1,Inner Regional,Ballarat (C)
2020,St Alipius' Parish School,BALLARAT EAST,Catholic,Primary,-37.56170371,143.8740084,1,Inner Regional,Ballarat (C)
2020,Emmanuel College Inc.,WARRNAMBOOL,Catholic,Secondary,-38.370572,142.477218,1,Inner Regional,Warrnambool (C)
2020,Loreto College,BALLARAT,Catholic,Secondary,-37.55686069,143.8234695,1,Inner Regional,Ballarat (C)
2020,St Mary's School,MANSFIELD,Catholic,Primary,-37.058092,146.087866,2,Outer Regional,Mansfield (S)
2020,Sacred Heart School,NEWPORT,Catholic,Primary,-37.840028,144.881396,0,Major Cities,Hobsons Bay (C)
2020,St Mary's School,WILLIAMSTOWN,Catholic,Primary,-37.863498,144.900894,0,Major Cities,Hobsons Bay (C)
2020,St Michael's School,NORTH MELBOURNE,Catholic,Primary,-37.793305,144.946246,0,Major Cities,Melbourne (C)
2020,St Patrick's School,WANGARATTA,Catholic,Primary,-36.356163,146.32195,1,Inner Regional,Wangaratta (RC)
2020,Presentation College Windsor,WINDSOR,Catholic,Secondary,-37.85764134,144.9947188,0,Major Cities,Stonnington (C)
2020,St Mary's School,ST KILDA EAST,Catholic,Primary,-37.859021,144.997592,0,Major Cities,Port Phillip (C)
2020,St Mary's School - Campus 2,ST KILDA EAST,Catholic,Primary,-37.858717,144.996329,0,Major Cities,Port Phillip (C)
2020,Assumption College,KILMORE,Catholic,Secondary,-37.301013,144.947629,1,Inner Regional,Mitchell (S)
2020,St Brendan's School,FLEMINGTON,Catholic,Primary,-37.784696,144.931728,0,Major Cities,Moonee Valley (C)
2020,Catherine McAuley College - Coolock Campus,JUNORTOUN,Catholic,Secondary,-36.770729,144.338596,1,Inner Regional,Greater Bendigo (C)
2020,St Augustine's School,MARYBOROUGH,Catholic,Primary,-37.051831,143.736798,1,Inner Regional,Central Goldfields (S)
2020,St Mary's School,BAIRNSDALE,Catholic,Primary,-37.84139544,147.5856286,2,Outer Regional,East Gippsland (S)
2020,St Aloysius' School,REDAN,Catholic,Primary,-37.578269,143.837817,1,Inner Regional,Ballarat (C)
2020,St Joseph's School,HAWTHORN,Catholic,Primary,-37.826461,145.034315,0,Major Cities,Boroondara (C)
2020,Sacre Coeur,GLEN IRIS,Catholic,Combined,-37.86151677,145.0526199,0,Major Cities,Stonnington (C)
2020,St Joseph's School,NORTHCOTE,Catholic,Primary,-37.774621,144.996721,0,Major Cities,Darebin (C)
2020,Sacred Heart School,PRESTON,Catholic,Primary,-37.744807,145.003768,0,Major Cities,Darebin (C)
2020,Sacred Heart School,MORWELL,Catholic,Primary,-38.23996226,146.4045604,1,Inner Regional,Latrobe (C) (Vic.)
2020,St Michael's School,TRARALGON,Catholic,Primary,-38.195161,146.534695,1,Inner Regional,Latrobe (C) (Vic.)
2020,St Brendan's School,SHEPPARTON,Catholic,Primary,-36.374731,145.407652,1,Inner Regional,Greater Shepparton (C)
2020,St Mary's College,SEYMOUR,Catholic,Combined,-37.019895,145.140924,1,Inner Regional,Mitchell (S)
2020,St Mary's School,DONALD,Catholic,Primary,-36.37357574,142.9851708,2,Outer Regional,Buloke (S)
2020,St Mary's Primary School,SALE,Catholic,Primary,-38.110706,147.062326,1,Inner Regional,Wellington (S)
2020,St Patrick's Primary School,KILMORE,Catholic,Primary,-37.299394,144.948109,1,Inner Regional,Mitchell (S)
2020,St Brigid's School,BALLAN,Catholic,Primary,-37.599896,144.228732,1,Inner Regional,Moorabool (S)
2020,St Patrick's School,GORDON,Catholic,Primary,-37.58064935,144.0909009,1,Inner Regional,Moorabool (S)
2020,St Mary's School,LANCEFIELD,Catholic,Primary,-37.278756,144.731727,1,Inner Regional,Macedon Ranges (S)
2020,St Augustine's School,CRESWICK,Catholic,Primary,-37.42850667,143.8922617,1,Inner Regional,Hepburn (S)
2020,St Monica's School,KANGAROO FLAT,Catholic,Primary,-36.79419899,144.2448,1,Inner Regional,Greater Bendigo (C)
2020,St Joseph's School,BENALLA,Catholic,Primary,-36.553687,145.973229,1,Inner Regional,Benalla (RC)
2020,St Brendan's Primary School,DUNNSTOWN,Catholic,Primary,-37.591165,143.966027,1,Inner Regional,Moorabool (S)
2020,Sacred Heart College,NEWTOWN,Catholic,Secondary,-38.14949635,144.3401453,0,Major Cities,Greater Geelong (C)
2020,St Patrick's School,ST ARNAUD,Catholic,Primary,-36.614669,143.246525,2,Outer Regional,Northern Grampians (S)
2020,St Joseph's College Mildura,MILDURA,Catholic,Secondary,-34.188725,142.153461,2,Outer Regional,Mildura (RC)
2020,Star of the Sea College,BRIGHTON,Catholic,Secondary,-37.896734,144.99678,0,Major Cities,Bayside (C)
2020,St James' School,BRIGHTON,Catholic,Primary,-37.897945,144.997657,0,Major Cities,Bayside (C)
2020,St Peter's School,BENTLEIGH EAST,Catholic,Primary,-37.923146,145.070063,0,Major Cities,Glen Eira (C)
2020,St Liborius' School,EAGLEHAWK,Catholic,Primary,-36.723477,144.25729,1,Inner Regional,Greater Bendigo (C)
2020,Damascus College,MOUNT CLEAR,Catholic,Secondary,-37.611456,143.870347,1,Inner Regional,Ballarat (C)
2020,St Mary's School,CASTLEMAINE,Catholic,Primary,-37.063688,144.22084,1,Inner Regional,Mount Alexander (S)
2020,Sacred Heart College,KYNETON,Catholic,Secondary,-37.252887,144.458821,1,Inner Regional,Macedon Ranges (S)
2020,St Ambrose's School,WOODEND,Catholic,Primary,-37.35779241,144.53049,1,Inner Regional,Macedon Ranges (S)
2020,St Joseph's School,CHARLTON,Catholic,Primary,-36.271767,143.351051,2,Outer Regional,Buloke (S)
2020,Sacred Heart School,TATURA,Catholic,Primary,-36.439826,145.223919,1,Inner Regional,Greater Shepparton (C)
2020,St Paul's School,COBURG,Catholic,Primary,-37.738929,144.967855,0,Major Cities,Moreland (C)
2020,St Andrew's School,WERRIBEE,Catholic,Primary,-37.901411,144.651224,0,Major Cities,Wyndham (C)
2020,St Brigid's School,GISBORNE,Catholic,Primary,-37.490906,144.590088,1,Inner Regional,Macedon Ranges (S)
2020,Our Lady of Mount Carmel School,SUNBURY,Catholic,Primary,-37.58004,144.736305,0,Major Cities,Hume (C)
2020,St Joseph's School,CHILTERN,Catholic,Primary,-36.145981,146.607065,1,Inner Regional,Indigo (S)
2020,St Mary's School,RUTHERGLEN,Catholic,Primary,-36.050422,146.462975,1,Inner Regional,Indigo (S)
2020,St Mary's School,INGLEWOOD,Catholic,Primary,-36.571137,143.872485,1,Inner Regional,Loddon (S)
2020,FCJ College,BENALLA,Catholic,Secondary,-36.552769,145.975389,1,Inner Regional,Benalla (RC)
2020,St Patrick's School,PAKENHAM,Catholic,Primary,-38.06938466,145.4745267,0,Major Cities,Cardinia (S)
2020,Sacred Heart Primary School,YARRAWONGA,Catholic,Primary,-36.012792,146.013765,1,Inner Regional,Moira (S)
2020,Xavier College,KEW,Catholic,Combined,-37.813858,145.031105,0,Major Cities,Boroondara (C)
2020,Xavier College - Burke Hall Campus,KEW,Catholic,Combined,-37.805676,145.013853,0,Major Cities,Boroondara (C)
2020,Xavier College - Kostka Hall Campus,BRIGHTON,Catholic,Combined,-37.92707,144.994028,0,Major Cities,Bayside (C)
2020,St Joseph's School,PENSHURST,Catholic,Primary,-37.87750896,142.2897792,2,Outer Regional,Southern Grampians (S)
2020,Marian College,ARARAT,Catholic,Secondary,-37.284744,142.937766,1,Inner Regional,Ararat (RC)
2020,Sacred Heart School,CASTERTON,Catholic,Primary,-37.586013,141.413634,2,Outer Regional,Glenelg (S)
2020,St Bernard's School,BACCHUS MARSH,Catholic,Primary,-37.672269,144.43486,0,Major Cities,Moorabool (S)
2020,St Patrick's School,KOROIT,Catholic,Primary,-38.299892,142.368973,1,Inner Regional,Moyne (S)
2020,Academy of Mary Immaculate,FITZROY,Catholic,Secondary,-37.803711,144.974409,0,Major Cities,Yarra (C)
2020,Sacred Heart School,FITZROY,Catholic,Primary,-37.802049,144.978524,0,Major Cities,Yarra (C)
2020,Mount Lilydale Mercy College,LILYDALE,Catholic,Secondary,-37.75075881,145.3577545,0,Major Cities,Yarra Ranges (S)
