Calendar Year,ACARA SML ID,AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Governing Body,Governing Body URL,Year Range,Geolocation,ICSEA,ICSEA Percentile,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%),Language Background Other Than English - No (%),Language Background Other Than English - Not Stated (%),Boys to Girls Ratio
2020,47619,57409,Clifford Park Special School,Newtown,QLD,4350,Government,Special,School Single Entity,Individual Reporting,http://www.cliffordparkspecs.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,7-Dec,Inner Regional,943,21,46,29,19,7,53,45.5,77,46.2,152,49,103,151.8,22,8,92,0,0.013552632
2020,47610,45572,Currimundi Special School,Dicky Beach,QLD,4551,Government,Special,School Single Entity,Individual Reporting,http://www.currimundispecs.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,Prep-12,Major Cities,1013,53,25,34,24,18,70,59.8,74,45.9,213,69,144,213,8,4,96,0,0.009657948
2020,47853,15650,St James College,Brisbane,QLD,4000,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.stjamescollege.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-Dec,Major Cities,985,39,41,23,23,13,44,43,44,34,500,163,337,500,4,58,36,6,0.004109756
2020,40611,13317,St Paul's International College,Moss Vale,NSW,2577,Independent,Secondary,School Single Entity,Individual Reporting,http://www.spic.nsw.edu.au/,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,7-Dec,Inner Regional,,,,,,,26,24.6,20,18.2,112,36,76,112,2,8,92,0,0.018339768
2020,45086,14874,Croydon Special Developmental School,Croydon South,VIC,3136,Government,Special,School Single Entity,Individual Reporting,http://www.croydonsds.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,U,Major Cities,999,46,36,27,22,15,28,22.4,51,35.5,118,38,80,107.2,2,25,74,2,0.017383746
2020,46582,51774,Prenzlau State School,Prenzlau,QLD,4311,Government,Primary,School Single Entity,Individual Reporting,http://www.prenzlauss.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,Prep-6,Inner Regional,1012,52,23,37,28,12,4,3.7,8,3.3,60,19,41,60,5,5,95,0,0.034166667
2020,45178,15104,Barwon Valley School,Belmont,VIC,3216,Government,Special,School Single Entity,Individual Reporting,http://www.barwonss.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,U,Major Cities,992,42,37,29,20,14,44,36.8,74,52.8,194,63,131,192.2,5,11,84,5,0.010550902
2020,45256,17816,East Gippsland Specialist School,Bairnsdale,VIC,3875,Government,Special,School Single Entity,Individual Reporting,http://www.eastgippslandss.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,U,Outer Regional,911,11,55,31,11,3,21,17.4,43,29.5,93,30,63,91,20,6,94,0,0.021852237
2020,45137,16404,Merriang Special Developmental School,Lalor,VIC,3075,Government,Special,School Head Campus,Rolled Reporting,http://www.merriangsds.vic.edu.au/,Department of Education and Training Victoria,https://www.education.vic.gov.au/,U,Major Cities,998,45,34,33,21,12,27,23.4,27,18.6,105,34,71,104.8,4,32,25,43,0.019319728
2020,44673,9040,Upper Ferntree Gully Primary School,Upper Ferntree Gully,VIC,3156,Government,Primary,School Single Entity,Individual Reporting,http://www.uppergullyps.vic.edu.au/,Department of Education and Training Victoria,https://www.education.vic.gov.au/,Prep-6,Major Cities,1023,57,24,32,28,16,12,9,12,6.5,108,35,73,108,1,4,96,0,0.01877572
2020,43093,16157,Anson Street School,Orange,NSW,2800,Government,Special,School Single Entity,Individual Reporting,https://ansonst-s.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,U,Inner Regional,843,4,71,17,10,2,20,28.5,21,24.9,129,42,87,129,33,2,98,0,0.015684154
2020,40704,57673,Cyril Jackson Senior Campus Education Support Centre,Bassendean,WA,6054,Government,Special,School Single Entity,Individual Reporting,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=6048,Department of Education Western Australia,https://www.education.wa.edu.au/,10-Dec,Major Cities,1009,51,33,25,21,22,5,5,20,16.6,38,12,26,37.8,3,5,89,5,0.052631579
2020,41128,16227,Edgeware School,Hurlstone Park,NSW,2193,Government,Special,School Single Entity,Individual Reporting,https://edgeware-s.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,U,Major Cities,902,9,55,24,15,5,7,8.5,6,6.6,29,9,20,29,28,33,67,0,0.068965517
2020,41315,4924,Sir Eric Woodward Memorial School,St Ives,NSW,2075,Government,Special,School Single Entity,Individual Reporting,http://www.sirericwoodwardschool.com.au,Department of Education NSW,https://education.nsw.gov.au/,U,Major Cities,1027,60,26,24,23,26,19,22.6,9,9.2,80,26,54,80,6,28,72,0,0.025
2020,41541,16189,Holroyd School,Merrylands,NSW,2160,Government,Special,School Single Entity,Individual Reporting,https://holroyd-s.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,U,Major Cities,973,33,48,24,19,10,37,39.7,39,37.2,185,61,124,185,1,88,12,0,0.010810811
2020,42291,9527,Stratford Public School,Stratford,NSW,2422,Government,Primary,School Single Entity,Individual Reporting,https://stratford-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,957,26,50,35,13,3,1,1.4,3,1.1,8,2,6,8,0,0,100,0,0.25
2020,42310,9667,Ulong Public School,Ulong,NSW,2450,Government,Primary,School Single Entity,Individual Reporting,http://www.ulong-p.schools.nsw.edu.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,843,4,84,16,0,0,1,1.5,2,1.1,11,3,8,11,27,0,100,0,0.181818182
2020,42313,9769,Wardell Public School,Wardell,NSW,2477,Government,Primary,School Single Entity,Individual Reporting,http://www.wardell-p.schools.nsw.edu.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,942,20,54,26,12,8,3,2.7,3,0.9,29,9,20,29,10,10,90,0,0.068965517
2020,42326,9750,Afterlee Public School,Afterlee,NSW,2474,Government,Primary,School Single Entity,Individual Reporting,https://afterlee-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,948,22,63,18,15,5,1,1.3,2,1.2,8,2,6,8,0,0,100,0,0.25
2020,42366,17879,Caldera School,Tweed Heads South,NSW,2486,Government,Special,School Single Entity,Individual Reporting,https://caldera-s.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,U,Major Cities,892,8,64,20,10,6,7,8,8,8,26,8,18,26,27,7,93,0,0.076923077
2020,42491,9390,Yarrowitch Public School,Yarrowitch,NSW,2354,Government,Primary,School Single Entity,Individual Reporting,http://www.yarrowitch-p.schools.nsw.edu.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,862,5,48,40,12,0,1,1.3,2,1.1,5,1,4,5,60,40,60,0,0.4
2020,42741,10422,Bredbo Public School,Bredbo,NSW,2626,Government,Primary,School Single Entity,Individual Reporting,https://bredbo-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,1007,50,29,37,28,6,1,1.4,2,1,11,3,8,11,0,0,100,0,0.181818182
2020,42815,10265,Tallong Public School,Tallong,NSW,2579,Government,Primary,School Single Entity,Individual Reporting,https://tallong-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,961,28,52,30,13,5,2,3.8,2,1.4,62,20,42,62,3,3,97,0,0.032258065
2020,44134,10884,Bealiba Primary School,Bealiba,VIC,3475,Government,Primary,School Single Entity,Individual Reporting,http://www.bealibaps.vic.edu.au/,Department of Education and Training Victoria,https://www.education.vic.gov.au/,1-Jun,Inner Regional,953,24,63,28,8,3,3,2.2,1,0.8,8,2,6,8,0,13,88,0,0.25
2020,44330,10878,Amphitheatre Primary School,Amphitheatre,VIC,3468,Government,Primary,School Single Entity,Individual Reporting,http://www.amphips.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,3-Apr,Inner Regional,,,,,,,2,1.8,3,0.6,2,0,2,2,50,0,100,0,1
2020,44368,6029,Merrigum Primary School,Merrigum,VIC,3618,Government,Primary,School Single Entity,Individual Reporting,http://www.merrigumps.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,Prep-6,Inner Regional,849,4,76,17,6,2,3,3,3,1.5,23,7,16,23,26,13,87,0,0.086956522
2020,44598,12256,Nyora Primary School,Nyora,VIC,3987,Government,Primary,School Single Entity,Individual Reporting,http://www.nyoraps.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,Prep-6,Inner Regional,987,40,33,46,21,1,4,3.6,2,1.2,35,11,24,35,0,3,94,3,0.057142857
2020,44653,10087,Balliang East Primary School,Balliang East,VIC,3340,Government,Primary,School Single Entity,Individual Reporting,http://www.balliangeastps.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,Prep-6,Inner Regional,985,39,38,43,15,4,8,7.1,6,4.3,77,25,52,77,1,10,90,0,0.025974026
2020,44831,6159,Ballarat Specialist School,Lake Gardens,VIC,3355,Government,Special,School Head Campus,Rolled Reporting,http://www.ballaratss.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,U,Inner Regional,964,29,49,27,15,9,77,67.1,161,119.9,449,149,300,448.4,7,4,96,0,0.004454343
2020,45136,14724,Hamilton Parklands School,Hamilton,VIC,3300,Government,Special,School Single Entity,Individual Reporting,http://www.hamiltonsds.vic.edu.au/,Department of Education and Training Victoria,https://www.education.vic.gov.au/,U,Inner Regional,905,10,62,21,9,8,6,5.2,16,9.9,35,11,24,34.2,23,3,89,9,0.057142857
2020,46555,53109,Lakeland State School,Lakeland,QLD,4871,Government,Primary,School Single Entity,Individual Reporting,http://www.lakelandss.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,Prep-6,Remote,981,37,19,40,36,6,2,1.5,6,2.5,8,2,6,8,13,29,50,21,0.25
2020,46697,52262,Bollon State School,Bollon,QLD,4488,Government,Primary,School Single Entity,Individual Reporting,http://www.bollonss.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,Prep-6,Very Remote,929,16,38,22,17,23,2,1.1,5,2.6,11,3,8,11,36,0,100,0,0.181818182
2020,48346,52720,Cue Primary School,Cue,WA,6640,Government,Primary,School Single Entity,Individual Reporting,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5127,Department of Education Western Australia,https://www.education.wa.edu.au/,K-6,Very Remote,,,,,,,3,3,4,3.3,11,3,8,10.6,64,73,18,9,0.181818182
2020,49340,14717,Adelaide North Special School,Munno Para West,SA,5115,Government,Special,School Single Entity,Individual Reporting,https://anss.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,U,Major Cities,983,38,38,30,20,12,39,35.8,57,40.9,185,61,124,185,8,19,81,0,0.010810811
2020,49933,15031,The Woden School,Deakin,ACT,2600,Government,Special,School Single Entity,Individual Reporting,http://www.thewodens.act.edu.au/,ACT Education Directorate,https://www.education.act.gov.au/,7-Dec,Major Cities,1035,63,18,24,28,30,22,21.8,30,23.6,86,28,58,85.4,14,12,88,0,0.023255814
2020,50069,7970,Henbury School,Tiwi,NT,810,Government,Special,School Single Entity,Individual Reporting,http://www.henburyschool.org.au/,Department of Education Northern Territory,https://education.nt.gov.au/,7-Dec,Outer Regional,913,12,37,26,21,16,33,32.2,63,46.5,143,47,96,143,51,37,63,0,0.013986014
2020,50092,7887,Haasts Bluff School,Haasts Bluff,NT,872,Government,Combined,School Single Entity,Individual Reporting,,Department of Education Northern Territory,https://education.nt.gov.au/,P-9,Very Remote,599,0,100,0,0,0,4,3.5,0,0,20,6,14,20,100,100,0,0,0.1
2020,50401,29177,Waratah Special Developmental School,Bellfield,VIC,3081,Government,Special,School Single Entity,Individual Reporting,http://www.waratahsds.vic.edu.au/,Department of Education and Training Victoria,https://www.education.vic.gov.au/,U,Major Cities,959,27,46,21,19,15,22,18.1,27,18.6,68,22,46,68,15,34,66,0,0.029411765
2020,51490,30167,Yarranlea Primary School,Mount Gravatt,QLD,4122,Independent,Primary,School Single Entity,Individual Reporting,http://www.yarranlea.qld.edu.au/,Independent Schools Queensland,https://www.isq.qld.edu.au/,Prep-6,Major Cities,,,,,,,5,3,4,2.2,32,10,22,32,0,13,87,0,0.0625
2020,52273,86326,Hensman Street Elementary,South Perth,WA,6151,Independent,Primary,School Single Entity,Individual Reporting,,Association of Independent Schools of WA,https://www.ais.wa.edu.au/,PP,Major Cities,,,,,,,4,2,2,0.9,2,0,2,2,0,,,,1
2020,52722,85778,Yawarra Community School,Dubbo,NSW,2830,Government,Special,School Single Entity,Individual Reporting,https://yawarra-c.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,U,Inner Regional,919,13,52,23,11,14,9,10.3,7,6.8,20,6,14,20,25,15,85,0,0.1
2020,52527,80055,SEDA College (Victoria),Hawthorn East,VIC,3123,Independent,Secondary,School Head Campus,Rolled Reporting,https://seda.vic.edu.au/,Independent Schools Victoria,https://www.is.vic.edu.au,11-Dec,Major Cities,1020,56,22,37,29,12,45,43.7,51,30.1,785,262,523,785,3,6,94,0,0.00253324
2020,41163,6423,Matraville Sports High School,Chifley,NSW,2036,Government,Secondary,School Single Entity,Individual Reporting,https://matrasport-h.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,7-Dec,Major Cities,900,9,53,25,15,6,31,44.8,13,15,345,115,230,343.8,37,27,73,0,0.005747126
2020,47600,57428,Goodna Special School,Goodna,QLD,4300,Government,Special,School Single Entity,Individual Reporting,http://www.goodnaspecs.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,Prep-12,Major Cities,951,24,47,26,17,10,46,40.3,58,35.1,166,55,111,166,21,30,64,7,0.01194062
2020,44917,14882,Berendale School,Hampton East,VIC,3188,Government,Special,School Head Campus,Rolled Reporting,http://berendale.vic.edu.au/,Department of Education and Training Victoria,https://www.education.vic.gov.au/,U,Major Cities,1032,62,27,25,22,26,17,16.2,15,13.6,106,35,71,105.2,1,31,68,1,0.01860587
2020,44909,6303,Emerson School,Dandenong,VIC,3175,Government,Special,School Head Campus,Rolled Reporting,http://www.emersonsc.vic.edu.au/,Department of Education and Training Victoria,https://www.education.vic.gov.au/,U,Major Cities,970,32,47,28,15,10,67,63,53,44,412,138,274,411.8,3,45,55,0,0.004784522
2020,43483,1366,La Salle Catholic College,Bankstown,NSW,2200,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.lasalle.nsw.edu.au,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,7-Dec,Major Cities,1007,50,30,35,25,10,73,69.6,22,14.9,851,286,565,851,0,82,18,0,0.002313327
2020,42968,11087,Cudal Public School,Cudal,NSW,2864,Government,Primary,School Single Entity,Individual Reporting,https://cudal-p.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,1011,52,27,37,24,13,3,4.9,2,1.5,73,24,49,73,3,1,99,0,0.026849315
2020,48800,55212,Holland Street School,Geraldton,WA,6530,Government,Special,School Single Entity,Individual Reporting,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=6010,Department of Education Western Australia,https://www.education.wa.edu.au/,K-12,Outer Regional,941,20,43,28,19,10,17,13.7,45,35.7,64,21,43,63.2,28,3,3,94,0.030539773
2020,40396,3095,Rossbourne School,Hawthorn,VIC,3122,Independent,Special,School Single Entity,Individual Reporting,http://www.rossbourne.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,7-Dec,Major Cities,,,,,,,26,24.6,7,6.2,126,42,84,126,0,,,,0.015503876
2020,42902,16169,Havenlee School,North Nowra,NSW,2541,Government,Special,School Single Entity,Individual Reporting,http://www.havenlee-s.schools.nsw.edu.au,Department of Education NSW,https://education.nsw.gov.au/,U,Inner Regional,869,5,67,22,8,3,10,12.5,12,12.5,61,20,41,61,36,2,98,0,0.032006245
2020,45130,14797,Hampden Specialist School,Cobden,VIC,3266,Government,Special,School Head Campus,Rolled Reporting,http://www.hampdenss.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,U,Inner Regional,925,14,62,29,7,2,15,12.8,10,4.9,58,19,39,57.2,9,0,100,0,0.03362069
2020,40185,8303,Sassafras Primary School,Sassafras,TAS,7307,Government,Primary,School Single Entity,Individual Reporting,https://education.tas.edu.au/sassafrasprimary/Pages/default.aspx,Department of Education Tasmania,https://www.education.tas.gov.au/,K-6,Outer Regional,901,9,61,24,11,4,7,5.6,4,3.2,52,17,35,51,21,0,98,2,0.037393162
2020,52431,84953,Fernhill School,Glenmore Park,NSW,2745,Government,Special,School Single Entity,Individual Reporting,https://fernhill-s.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,U,Major Cities,958,26,46,32,16,6,19,20.4,19,19.9,105,35,70,105,10,30,70,0,0.018518519
2020,45471,6268,Sydney Road Community School,Brunswick,VIC,3056,Government,Secondary,School Head Campus,Rolled Reporting,http://sydneyrdcs.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,7-Dec,Major Cities,1041,66,21,28,26,25,24,20.4,14,10.8,102,34,68,100.4,3,11,89,0,0.019047619
2020,46891,52056,Bell State School,Bell,QLD,4408,Government,Combined,School Single Entity,Individual Reporting,http://www.bellss.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,Prep-10,Outer Regional,985,39,39,32,21,8,17,12.1,16,8.5,102,34,68,102,4,4,96,0,0.019047619
2020,44539,11929,Thorpdale Primary School,Thorpdale,VIC,3835,Government,Primary,School Single Entity,Individual Reporting,http://www.vrqa.vic.gov.au/StateRegister/Provider.aspx/DetailsProvider?AccountID=b5575524-ed32-de11-9c94-002185cd8e5c,Department of Education and Training Victoria,https://www.education.vic.gov.au/,Prep-6,Inner Regional,996,45,31,42,23,3,10,5.5,2,0.8,49,16,33,48.4,0,2,98,0,0.039615846
2020,47603,57535,Nambour Special School,Burnside,QLD,4560,Government,Special,School Single Entity,Individual Reporting,http://www.nambourspecs.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,Prep-12,Major Cities,1013,53,28,31,23,18,43,37.7,54,32.5,149,50,99,149,4,4,96,0,0.01302803
2020,52705,85784,Yandelora School,Narellan,NSW,2567,Government,Special,School Single Entity,Individual Reporting,,Department of Education NSW,https://education.nsw.gov.au/,U,Major Cities,993,43,31,33,23,13,12,20.2,7,19.9,99,33,66,99,9,35,65,0,0.019607843
2020,46914,53095,Flying Fish Point State School,Flying Fish Point,QLD,4860,Government,Primary,School Single Entity,Individual Reporting,http://www.flyingfishpointss.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,Prep-6,Outer Regional,855,4,75,19,6,0,5,2.9,7,3,46,15,31,46,30,33,67,0,0.042119565
2020,45228,15455,Woorinen District Primary School,Woorinen South,VIC,3588,Government,Primary,School Single Entity,Individual Reporting,http://www.woorinendistrictps.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,Prep-6,Outer Regional,927,15,47,38,14,0,8,7.6,8,4.2,90,30,60,90,19,13,87,0,0.021505376
2020,43997,5274,Macquarie University Special Education Centre,Macquarie University,NSW,2109,Independent,Special,School Single Entity,Individual Reporting,https://www.mq.edu.au/research/research-centres-groups-and-facilities/healthy-people/centres/musec-school,Association of Independent Schools of NSW,https://www.aisnsw.edu.au/,U,Major Cities,1084,81,4,14,58,24,12,10.6,12,9.1,43,14,29,43,0,11,89,0,0.04496124
2020,47876,722,Seton College,Mount Gravatt East,QLD,4122,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.seton.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-Dec,Major Cities,998,45,33,28,29,10,49,48.2,46,36.4,248,84,164,248,4,4,96,0,0.007779886
2020,47594,57414,Darling Point Special School,Manly,QLD,4179,Government,Special,School Single Entity,Individual Reporting,http://www.darlingpointspecs.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,Prep-12,Major Cities,1013,53,26,28,25,20,34,28.9,51,31.3,119,40,79,119,11,10,87,3,0.016191843
2020,42898,16285,The Crescent School,Goulburn,NSW,2580,Government,Special,School Single Entity,Individual Reporting,https://crescent-s.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,U,Inner Regional,916,12,64,20,10,6,10,12.5,13,12.5,72,24,48,72,11,10,90,0,0.026666667
2020,44128,10088,Coimadai Primary School,Coimadai,VIC,3340,Government,Primary,School Single Entity,Individual Reporting,http://www.coimadaips.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,Prep-6,Inner Regional,994,44,27,41,27,6,7,6,6,4.3,72,24,48,72,7,6,93,1,0.026666667
2020,43695,3033,St Gabriel's School for students with special needs,Castle Hill,NSW,2154,Independent,Special,School Single Entity,Individual Reporting,http://www.stgabriels.nsw.edu.au/,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,U,Major Cities,1071,77,4,23,42,31,17,15.5,29,21.1,101,34,67,101,4,27,73,0,0.018953324
2020,47966,17690,Peregian Beach College,Peregian Beach,QLD,4573,Independent,Combined,School Single Entity,Individual Reporting,http://www.pbc.qld.edu.au,Independent Schools Queensland,https://www.isq.qld.edu.au/,Prep-12,Major Cities,1075,78,7,26,36,32,22,19.3,13,10.7,203,69,134,202.8,0,12,88,0,0.009429979
2020,44844,6293,Rosamond Special School,Braybrook,VIC,3019,Government,Special,School Head Campus,Rolled Reporting,http://www.rosamond.vic.edu.au/,Department of Education and Training Victoria,https://www.education.vic.gov.au/,U,Major Cities,992,43,42,18,21,18,31,25.6,34,28.2,133,45,88,131.2,4,51,49,0,0.014383786
2020,45151,16371,Bendigo Special Developmental School,Kangaroo Flat,VIC,3555,Government,Special,School Single Entity,Individual Reporting,http://www.bendigosds.vic.edu.au/,Department of Education and Training Victoria,https://www.education.vic.gov.au/,U,Inner Regional,958,27,46,26,20,8,43,35.7,55,38.6,133,45,88,131,10,9,91,0,0.014383786
2020,49660,16016,Gordon Education Centre,Mount Gambier,SA,5290,Government,Special,School Single Entity,Individual Reporting,http://www.gecsp.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,U,Inner Regional,961,28,47,28,13,12,12,11.8,31,18.6,66,22,44,66,11,2,98,0,0.028985507
2020,48804,55165,Carson Street School,East Victoria Park,WA,6101,Government,Special,School Single Entity,Individual Reporting,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=6016,Department of Education Western Australia,https://www.education.wa.edu.au/,K-7,Major Cities,972,33,31,29,23,17,18,15,56,43.1,63,21,42,61,25,32,67,2,0.03030303
2020,45625,28781,Glenroy Secondary College,Glenroy,VIC,3046,Government,Secondary,School Single Entity,Individual Reporting,http://www.glenroycollege.vic.edu.au/,Department of Education and Training Victoria,https://www.education.vic.gov.au/,7-Dec,Major Cities,917,12,69,20,9,2,49,42.8,23,14.8,426,146,280,426,2,75,25,0,0.004471272
2020,48817,57477,South East Metropolitan Language Development Centre,Cloverdale,WA,6105,Government,Special,School Head Campus,Rolled Reporting,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=6049,Department of Education Western Australia,https://www.education.wa.edu.au/,K-3,Major Cities,928,15,55,29,15,1,36,28.2,28,24.2,243,83,160,233.4,12,42,58,0,0.007838526
2020,42473,9365,Spring Ridge Public School,Spring Ridge,NSW,2343,Government,Primary,School Single Entity,Individual Reporting,https://springridg-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Outer Regional,1006,49,24,24,32,21,3,2.5,2,0.9,28,9,19,28,14,4,96,0,0.067857143
2020,45318,10911,Werrimull P-12 School,Werrimull,VIC,3496,Government,Combined,School Single Entity,Individual Reporting,http://www.werrp12.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,Prep-11,Outer Regional,854,4,81,14,5,0,10,8.8,5,3.1,28,9,19,28,29,0,96,4,0.067857143
2020,47589,57666,Mackenzie State Special School,Mackenzie,QLD,4156,Government,Special,School Single Entity,Individual Reporting,http://www.mackenziespecs.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,Prep-12,Major Cities,1043,67,19,27,27,27,35,28.1,54,32,112,38,74,112,4,18,82,0,0.016941392
2020,42171,9839,The Channon Public School,The Channon,NSW,2480,Government,Primary,School Single Entity,Individual Reporting,https://thechannon-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,1060,73,8,30,39,22,2,1.9,2,0.7,25,8,17,25,4,16,84,0,0.075555556
2020,42254,9822,Manifold Public School,Bentley,NSW,2480,Government,Primary,School Single Entity,Individual Reporting,https://manifold-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Inner Regional,956,26,48,27,9,16,2,2.5,1,0.9,25,8,17,25,20,0,100,0,0.075555556
2020,46935,52811,Bororen State School,Bororen,QLD,4678,Government,Primary,School Single Entity,Individual Reporting,http://www.bororenss.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,Prep-6,Outer Regional,938,18,34,37,25,5,3,2.1,7,2.8,25,8,17,25,28,0,100,0,0.075555556
2020,47109,51658,Rathdowney State School,Rathdowney,QLD,4287,Government,Primary,School Single Entity,Individual Reporting,http://www.rathdowneyss.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,Prep-6,Inner Regional,925,14,46,30,22,2,7,3,5,3.2,25,8,17,25,28,12,88,0,0.075555556
2020,47604,57443,Kuraby Special School,Kuraby,QLD,4112,Government,Special,School Single Entity,Individual Reporting,http://www.kurabyspecs.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,Prep-12,Major Cities,1026,59,27,25,28,19,22,18.5,32,18.5,71,24,47,71,1,39,61,0,0.026478873
2020,41177,7605,Fort Street High School,Petersham,NSW,2049,Government,Secondary,School Single Entity,Individual Reporting,http://www.fortstreet-h.schools.nsw.edu.au,Department of Education NSW,https://education.nsw.gov.au/,7-Dec,Major Cities,1183,99,3,7,18,72,63,63.7,13,11.4,919,319,600,917.6,0,73,27,0,0.002040261
2020,44154,11696,Broken Creek Primary School,Broken Creek,VIC,3673,Government,Primary,School Single Entity,Individual Reporting,http://www.brokencreekps.vic.edu.au/,Department of Education and Training Victoria,https://www.education.vic.gov.au/,Prep-6,Inner Regional,880,6,69,21,9,1,2,2,3,2.2,22,7,15,22,32,0,100,0,0.085227273
2020,49931,14728,Black Mountain School,O'Connor,ACT,2602,Government,Special,School Single Entity,Individual Reporting,http://www.bms.act.edu.au/,ACT Education Directorate,https://www.education.act.gov.au/,7-Dec,Major Cities,1044,67,19,24,26,31,30,27.9,49,38.1,114,39,75,113.6,8,15,85,0,0.016447368
2020,47581,57475,Rosella Park School,West Gladstone,QLD,4680,Government,Special,School Single Entity,Individual Reporting,http://www.rosellaparkspecs.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,Prep-12,Inner Regional,955,25,48,29,15,8,25,22.4,39,23.2,88,30,58,87.4,10,9,91,0,0.021260997
2020,41416,16268,Rossmore Public School,Rossmore,NSW,2557,Government,Primary,School Single Entity,Individual Reporting,https://rossmore-p.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,K-6,Major Cities,919,13,64,20,12,4,6,7.6,4,4.6,65,22,43,65,17,32,68,0,0.028762542
